Age,Gender,Education_Level,Marital_Status,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt_to_Income_Ratio,Assets_Value,Number_of_Dependents,City,State,Country,Previous_Defaults,Marital_Status_Change,Risk_Rating
62,Non-binary,PhD,Single,,799,17509,Auto,Unemployed,14,Fair,0.256830979,171530,1,Tonybury,MO,North Macedonia,,1,Low
18,Non-binary,PhD,Single,62078,731,40322,Auto,Self-employed,2,Fair,0.170336112,85816,,West Janicehaven,GU,Netherlands,1,1,Low
21,Female,Bachelor's,Married,55516,795,29198,Auto,Employed,18,Poor,0.365197453,,4,Madisonchester,OR,French Guiana,4,0,Medium
24,Female,PhD,Married,60955,618,,Business,Self-employed,18,Good,0.482721433,,,Victorview,KY,Martinique,3,2,Low
59,Female,Master's,Married,88456,718,12647,Business,Employed,11,Poor,0.311044283,174835,0,Courtneyfort,TN,Norway,1,0,Low
53,Non-binary,Bachelor's,Widowed,93765,792,16502,Auto,Employed,11,Good,0.590791672,,2,West Kelly,AZ,Poland,3,0,Medium
50,Female,High School,Divorced,71302,,28735,Home,Employed,16,Excellent,0.265573944,220049,,Meltonfort,DE,Timor-Leste,2,1,Low
56,Non-binary,High School,Single,35554,620,9705,Personal,Unemployed,11,Excellent,0.327192909,222721,3,West Codyport,ID,Jersey,2,2,Low
48,Male,Master's,Widowed,93809,723,10101,Home,Unemployed,13,Excellent,0.516633127,118027,0,South Gabriellehaven,AR,Bhutan,3,0,Low
19,Non-binary,PhD,Divorced,85039,783,47733,Personal,Unemployed,16,Fair,0.478130181,247054,1,Lisahaven,WI,Israel,1,1,Medium
59,Male,High School,Single,109939,691,48519,Personal,Employed,5,Fair,0.259573031,159535,1,West Robert,CA,Uruguay,,2,Medium
64,Non-binary,High School,Single,90775,766,11077,Home,Employed,6,Poor,0.348401075,143660,4,Lake Deborahfurt,CA,Aruba,3,1,Medium
21,Female,PhD,Married,35169,638,38057,Auto,Self-employed,19,Fair,0.218661623,259681,3,Smithchester,MA,Antarctica (the territory South of 60 deg S),3,1,Low
59,Male,Bachelor's,Single,,,30820,Home,Employed,8,Fair,0.150459942,274861,3,Marthatown,OH,Montenegro,1,2,High
19,Female,High School,Married,93768,607,36340,Home,Self-employed,10,Good,0.256932879,,0,Cruzside,IN,Guernsey,1,0,High
48,Male,PhD,Widowed,97818,756,30999,Personal,Self-employed,0,Good,0.513396246,142952,1,North Williamton,AZ,Tunisia,4,0,Low
63,Female,Bachelor's,Divorced,103312,606,11947,Personal,Self-employed,11,Fair,0.255462014,110286,1,Kevinland,NE,Bermuda,1,1,Low
37,Non-binary,Bachelor's,Married,70406,,37287,Auto,Employed,14,Poor,0.479561217,157004,0,Jensenfurt,DE,Suriname,,2,Low
18,Non-binary,High School,Married,46119,,22989,Business,Employed,16,Poor,0.459129074,,,Juliaburgh,RI,Libyan Arab Jamahiriya,2,2,Low
67,Male,PhD,Widowed,71481,788,36790,Auto,Self-employed,9,Excellent,0.281988034,292983,2,Lake Elizabethtown,NJ,Korea,0,1,Low
45,Female,Bachelor's,Widowed,72664,706,41389,Auto,Employed,1,Good,0.125249672,,4,West Gregoryfort,KY,French Guiana,2,1,Low
43,Non-binary,PhD,Widowed,91428,,24507,Auto,Self-employed,18,Fair,0.118576576,227588,4,Suzanneshire,TX,Lao People's Democratic Republic,0,0,Low
27,Non-binary,Master's,Married,118844,724,38856,Personal,Self-employed,9,Excellent,0.203825142,,1,Luisland,TX,Brunei Darussalam,4,1,Medium
47,Female,Bachelor's,Single,51351,749,,Personal,Self-employed,9,Poor,0.168929942,186650,,East Jennifer,ME,Brunei Darussalam,3,0,Low
19,Non-binary,Master's,Widowed,,604,,Auto,Unemployed,6,Excellent,0.16977086,,2,Nicoleport,PW,Guinea,0,2,Low
49,Female,High School,Single,87982,728,33999,Home,Unemployed,15,Excellent,0.357624353,,0,Lake Williamburgh,OR,Botswana,1,0,Medium
62,Male,PhD,Married,71127,660,,Auto,Self-employed,10,Good,0.378231409,212260,3,Williamberg,UT,Sri Lanka,1,2,Medium
64,Female,High School,Widowed,75983,,45629,Personal,Self-employed,13,Fair,0.551660723,34690,3,South Ethanshire,GU,San Marino,0,2,Low
41,Male,Bachelor's,Divorced,82293,795,49499,Home,Self-employed,16,Poor,0.355785525,,1,North Alexandermouth,CT,Togo,3,2,Low
35,Non-binary,Master's,Single,95902,710,7215,Home,Self-employed,3,Excellent,0.210825921,247412,3,New Jeremyland,VA,Micronesia,4,2,Medium
64,Non-binary,High School,Divorced,95866,674,45229,Personal,Self-employed,13,Excellent,0.459178195,138642,0,Pamelaland,PA,Andorra,3,1,High
47,Non-binary,Bachelor's,Single,73164,639,23892,Business,Self-employed,1,Excellent,0.125449271,,4,Brianland,IL,Madagascar,1,1,High
61,Female,High School,Divorced,,729,23617,Auto,Unemployed,15,Fair,0.414441109,221395,2,Elijahmouth,IL,Kiribati,1,2,High
27,Female,High School,Single,59293,632,,Home,Unemployed,16,Good,0.485686126,143903,0,Adammouth,ME,Vanuatu,1,1,Low
28,Non-binary,Master's,Married,69830,611,41271,Personal,Self-employed,3,Poor,0.544713385,153780,3,Darrelltown,MT,Canada,0,2,Medium
61,Male,PhD,Widowed,28486,669,45132,Personal,Self-employed,9,Excellent,0.212467133,112994,,Jacobstad,IN,Israel,1,0,Low
58,Female,High School,Married,58913,685,9176,Auto,Self-employed,5,Fair,0.141507969,72032,0,Ianton,UT,Dominica,3,1,High
27,Male,Master's,Single,103994,654,14036,Auto,Self-employed,3,Poor,0.19706712,119157,1,West Stanley,RI,Lesotho,4,2,Medium
44,Male,Bachelor's,Single,,740,15230,Auto,Self-employed,19,Poor,0.255695465,260995,3,Johnsonport,CT,Norfolk Island,1,1,Medium
56,Male,Master's,Divorced,58655,775,11538,Home,Unemployed,10,Poor,0.254093366,257735,0,Brandonshire,KY,Syrian Arab Republic,,2,Low
42,Male,High School,Widowed,54314,629,6188,Auto,Unemployed,5,Fair,0.290132267,93901,1,Roberttown,PW,Nepal,3,0,Low
30,Male,Master's,Single,37839,795,6625,Business,Unemployed,8,Fair,0.525470379,99793,1,South Amandastad,NE,Belize,2,1,Low
52,Female,Bachelor's,Married,56212,,13526,Home,Self-employed,18,Poor,0.273844928,,,Jenniferview,RI,French Guiana,2,2,Low
56,Female,Master's,Divorced,49550,769,,Personal,Self-employed,5,Good,0.426460585,294562,2,South Linda,MI,Philippines,1,2,Low
66,Male,Bachelor's,Married,119158,615,34704,Auto,Employed,15,Fair,0.130845179,66896,,West Brandon,OR,Sudan,1,2,Medium
25,Female,Bachelor's,Single,119790,707,27093,Business,Employed,1,Poor,0.572996097,236010,4,Jocelynborough,NY,Macao,0,2,Low
18,Non-binary,High School,Single,105180,706,44368,Business,Self-employed,11,Good,0.238577875,,1,Johnland,PW,Fiji,0,2,Low
39,Female,Master's,Widowed,116384,723,15208,Home,Employed,16,Good,0.406481711,240112,,East Jonathan,FM,United Arab Emirates,2,0,Low
61,Male,Bachelor's,Divorced,110216,711,47211,Home,Self-employed,9,Fair,0.448388514,45880,1,Michaelhaven,DE,Belize,3,2,Low
34,Non-binary,Master's,Divorced,47912,750,47213,Business,Unemployed,14,Fair,0.37878903,40365,4,Shawstad,NY,Slovakia (Slovak Republic),,0,Low
43,Female,Master's,Married,77172,636,37921,Auto,Self-employed,4,Good,0.278235534,95457,4,Daniellehaven,NE,Czech Republic,,2,Medium
49,Male,Bachelor's,Divorced,83008,,36825,Personal,Employed,1,Poor,0.37901777,81382,3,Snyderton,OH,Puerto Rico,3,0,Medium
64,Female,High School,Widowed,20254,785,23834,Business,Unemployed,18,Good,0.30760064,161948,4,South Adamside,MH,Egypt,,1,Medium
36,Male,Bachelor's,Widowed,61401,712,8109,Home,Employed,2,Excellent,0.243867919,160049,2,West Brandonport,MN,Taiwan,4,0,Low
29,Non-binary,High School,Widowed,65440,682,43010,Personal,Employed,0,Good,0.127358137,156659,0,West Brandy,NJ,Kuwait,1,2,High
64,Non-binary,PhD,Married,96310,768,31273,Home,Self-employed,16,Fair,0.304868877,89193,3,Adamsshire,VT,American Samoa,3,2,Low
20,Non-binary,High School,Married,52664,,32922,Personal,Employed,5,Poor,0.197061701,33117,4,Fosterchester,KS,Niue,0,2,Low
59,Female,High School,Divorced,97972,760,36310,Home,Employed,11,Poor,0.201156543,245936,,West Matthew,PA,Sudan,0,2,Medium
53,Female,High School,Single,38615,726,49396,Personal,Employed,6,Poor,0.400176441,129150,3,Lake Nicholas,ID,Burundi,3,0,Low
27,Non-binary,High School,Single,,,44559,Business,Employed,8,Excellent,0.13842183,151786,2,Eatonton,NM,Greenland,4,0,Low
41,Male,Bachelor's,Single,37916,716,11458,Personal,Self-employed,0,Excellent,0.449319423,212673,4,Curtisland,VT,Dominican Republic,3,2,Medium
41,Female,PhD,Married,107943,614,14574,Auto,Employed,2,Fair,0.14894669,,4,Kristenberg,MH,Svalbard & Jan Mayen Islands,1,2,Low
58,Male,Master's,Divorced,,779,,Personal,Self-employed,4,Good,0.115289546,,2,West Ronnie,GA,Slovakia (Slovak Republic),,1,Low
24,Non-binary,Bachelor's,Divorced,119132,648,10749,Auto,Self-employed,2,Good,0.340332686,50682,1,Lindseyberg,PR,Uganda,4,1,Medium
19,Non-binary,PhD,Single,62331,,40657,Personal,Employed,10,Excellent,0.210093896,167597,2,Lake Ryanburgh,MD,South Africa,4,2,Medium
28,Male,High School,Widowed,,,5121,Personal,Unemployed,5,Excellent,0.415069043,197728,0,Christianland,WV,Haiti,4,1,High
44,Non-binary,PhD,Divorced,,781,48413,Personal,Self-employed,7,Excellent,0.277502673,35843,1,Perkinsberg,PA,Algeria,2,1,Low
21,Male,Master's,Divorced,115637,641,15662,Home,Self-employed,18,Good,0.351366868,176811,2,Gabriellebury,PA,Tuvalu,1,0,High
44,Female,Master's,Divorced,52963,758,21322,Business,Employed,3,Excellent,0.327929771,210173,3,South Debraland,SD,Brunei Darussalam,2,2,Low
41,Female,Bachelor's,Married,51886,766,19685,Personal,Self-employed,5,Good,0.387275539,298243,3,West Kimside,CA,Central African Republic,0,2,Low
44,Female,Bachelor's,Widowed,42592,610,26103,Home,Employed,4,Excellent,0.3017522,109419,4,Campbellstad,GA,Burkina Faso,0,1,Low
20,Non-binary,High School,Single,42995,611,39612,Auto,Unemployed,5,Fair,0.426401461,212161,4,Natalieshire,CO,Vietnam,4,2,Low
64,Non-binary,Bachelor's,Divorced,92925,647,5346,Auto,Unemployed,6,Good,0.56880609,,1,Annatown,KY,Saint Helena,1,0,Low
61,Male,PhD,Married,43746,,32140,Auto,Employed,10,Fair,0.517068685,160444,0,Silvaton,SD,Kenya,3,1,High
52,Male,Master's,Married,,665,44245,Business,Self-employed,5,Fair,0.476373531,,3,Hurstbury,TX,Mali,1,0,High
30,Non-binary,Bachelor's,Divorced,97661,615,31736,Auto,Employed,1,Fair,0.179173095,259346,4,Michaelberg,KY,Ecuador,1,1,Low
59,Non-binary,High School,Married,111992,,48791,Auto,Unemployed,7,Poor,0.23990733,258095,1,Nguyenville,SC,Christmas Island,,2,Medium
35,Non-binary,Master's,Single,103750,699,22924,Home,Self-employed,3,Good,0.556581086,234201,2,Brownmouth,DC,Turkey,3,1,Medium
68,Male,Master's,Married,,679,19761,Home,Self-employed,1,Excellent,0.451759018,122130,,West Dylan,NE,Macao,2,1,Medium
36,Male,Master's,Married,63327,617,10375,Business,Self-employed,6,Excellent,0.486339439,227446,2,Lake Johnton,DC,Sierra Leone,2,1,Medium
40,Female,PhD,Divorced,96902,663,30065,Business,Self-employed,6,Fair,0.584449952,38895,,West Crystal,PA,Nepal,2,2,Medium
45,Male,PhD,Married,44687,772,32866,Home,Unemployed,12,Fair,0.204189705,286486,1,South Nicole,CO,Austria,2,1,Low
31,Male,Master's,Divorced,56534,773,,Home,Self-employed,11,Good,0.461818923,287236,0,Myersburgh,MS,Mali,,1,Low
55,Male,High School,Divorced,,773,34232,Auto,Unemployed,18,Good,0.242607322,257995,2,East Brenda,HI,Pitcairn Islands,3,1,Medium
28,Non-binary,Bachelor's,Divorced,22035,,31304,Personal,Self-employed,14,Fair,0.478038328,,2,New Tyler,NM,Guernsey,4,1,Low
57,Male,Bachelor's,Single,77911,729,,Auto,Unemployed,2,Poor,0.485504962,,0,Daniellefort,GA,Colombia,4,2,Low
40,Male,Bachelor's,Widowed,32587,714,44110,Home,Unemployed,18,Fair,0.400003254,44864,3,Wilsonstad,DE,Mauritania,,2,Low
45,Female,Bachelor's,Single,,712,28407,Auto,Employed,13,Fair,0.360672329,254529,,New Jennifermouth,PW,Brunei Darussalam,1,0,Low
38,Non-binary,High School,Single,30991,,29636,Home,Self-employed,9,Fair,0.436269809,289114,2,Johnsonshire,MP,Eritrea,0,1,Medium
40,Male,High School,Widowed,,785,5961,Business,Self-employed,7,Fair,0.522923025,100327,2,Kellerburgh,CA,French Polynesia,,1,Low
28,Female,Bachelor's,Single,68702,785,42098,Business,Employed,2,Poor,0.217519867,276585,,Kramerhaven,KS,Netherlands,2,0,Low
61,Male,Bachelor's,Married,102203,794,28054,Home,Unemployed,10,Fair,0.564350079,166523,2,Lake Coreyville,MP,Malaysia,2,1,High
32,Non-binary,Master's,Married,52343,618,44428,Home,Unemployed,18,Poor,0.441585631,188678,4,Lucasside,MT,Belarus,3,0,Low
48,Non-binary,Bachelor's,Single,112663,,,Personal,Unemployed,11,Good,0.599858861,238343,0,Port Jacquelinemouth,HI,Syrian Arab Republic,3,0,Low
61,Female,Bachelor's,Married,53400,783,19687,Business,Unemployed,3,Fair,0.302651346,165965,3,East Anthony,GU,Panama,1,1,Low
55,Non-binary,Bachelor's,Widowed,44967,774,32629,Auto,Self-employed,19,Fair,0.260970575,,2,Mackenzieville,NM,American Samoa,1,0,Low
62,Non-binary,High School,Single,,652,25757,Personal,Employed,2,Poor,0.499458886,185053,3,Tapiachester,VA,Christmas Island,3,2,Low
18,Male,High School,Single,84949,690,11031,Home,Self-employed,2,Fair,0.237783714,182831,1,West Robertview,NE,Malaysia,,1,High
67,Female,PhD,Single,53290,,,Business,Unemployed,1,Excellent,0.298454561,109288,,Hectorberg,KY,Swaziland,4,0,Low
45,Female,Bachelor's,Single,117911,774,31681,Personal,Unemployed,9,Poor,0.555970719,,3,New Joshuaburgh,MP,Algeria,,1,Low
39,Male,Bachelor's,Single,102850,,16034,Home,Unemployed,6,Fair,0.311857992,125077,2,Ericahaven,NY,Croatia,4,0,Low
59,Male,PhD,Divorced,95453,651,21922,Home,Employed,10,Good,0.593772294,,,New Tracy,FM,Montenegro,,2,Low
43,Non-binary,Bachelor's,Single,87902,786,25781,Home,Employed,1,Excellent,0.555102999,113548,,Michellefort,RI,Anguilla,2,2,Medium
27,Non-binary,Master's,Divorced,46188,723,46286,Home,Unemployed,11,Excellent,0.499022919,91193,4,South Cassandramouth,KY,Bosnia and Herzegovina,0,0,High
50,Non-binary,PhD,Widowed,,638,16592,Home,Employed,7,Poor,0.39957361,159813,4,Littlehaven,DE,Bouvet Island (Bouvetoya),4,0,Low
42,Female,High School,Divorced,30895,,40508,Personal,Employed,3,Good,0.569462112,127819,0,Hallfort,RI,Russian Federation,0,2,Low
50,Female,PhD,Single,,737,13973,Business,Unemployed,0,Excellent,0.283570959,172737,2,Davidview,WY,Fiji,2,0,Medium
26,Female,Bachelor's,Single,75956,739,,Auto,Unemployed,19,Excellent,0.102209654,71361,2,North Sabrinastad,NV,Uruguay,,0,Low
31,Non-binary,PhD,Single,65291,617,49121,Auto,Unemployed,17,Good,0.145391923,52968,0,East Cody,RI,Latvia,1,0,Low
29,Female,Master's,Widowed,58526,670,49404,Business,Employed,15,Good,0.527721305,207936,,Brownborough,ND,Comoros,0,0,Low
42,Female,PhD,Single,81897,791,35700,Home,Unemployed,13,Good,0.318477439,218244,0,Conwaybury,MP,Tonga,4,1,Low
53,Non-binary,High School,Married,42455,667,6408,Home,Self-employed,3,Fair,0.445406559,205791,4,South Anthonyside,AS,Jersey,,2,Low
35,Female,High School,Widowed,60894,629,,Business,Self-employed,9,Good,0.403500672,,,Lake Morgan,GA,Tajikistan,0,1,Medium
49,Non-binary,Master's,Widowed,95350,732,32575,Home,Employed,1,Poor,0.247525402,102424,2,Pachecobury,GA,Sierra Leone,2,2,Low
24,Female,Bachelor's,Widowed,49002,674,19067,Auto,Employed,8,Excellent,0.387544111,,4,East Ricardofort,IA,Samoa,2,1,Medium
57,Female,PhD,Single,,603,27938,Business,Self-employed,3,Fair,0.190073061,,3,Brownside,WI,Cote d'Ivoire,4,0,Low
20,Non-binary,Bachelor's,Divorced,28631,640,27879,Auto,Unemployed,4,Good,0.447018237,203802,4,Petersburgh,GA,Chile,4,0,Low
23,Non-binary,Master's,Married,38130,615,24773,Home,Unemployed,12,Fair,0.585734953,,,Harmontown,FM,Solomon Islands,1,0,Low
25,Non-binary,High School,Divorced,117772,796,16427,Auto,Unemployed,6,Fair,0.178900936,259340,,North Shelby,MP,Korea,2,1,Medium
38,Female,High School,Single,54536,768,23015,Home,Self-employed,16,Poor,0.197175547,22378,0,Davidville,KS,French Southern Territories,1,1,Medium
62,Male,Master's,Married,31612,762,48099,Business,Employed,9,Poor,0.3405807,231833,1,Port John,OK,Vanuatu,,0,High
21,Male,Master's,Widowed,61992,690,22527,Business,Self-employed,3,Good,0.285670229,34034,2,West Jeffery,GU,Sri Lanka,0,0,Low
69,Female,High School,Single,47802,705,18543,Personal,Unemployed,9,Poor,0.302138958,291985,3,North Brandon,FL,Ethiopia,,1,Medium
38,Male,High School,Widowed,65955,698,23559,Home,Self-employed,13,Good,0.218780316,145270,0,Lopeztown,LA,Austria,0,2,Low
24,Female,High School,Single,32569,619,,Personal,Employed,11,Good,0.310698841,87265,0,Hillland,WY,Guatemala,1,0,Low
63,Female,PhD,Single,,644,,Home,Unemployed,18,Poor,0.361560147,,1,Warrenstad,NC,Timor-Leste,4,0,Medium
41,Non-binary,High School,Widowed,63085,,27468,Home,Unemployed,12,Poor,0.183575704,222579,1,Amyberg,FL,Bhutan,0,0,Low
25,Female,High School,Widowed,107787,609,32653,Business,Unemployed,15,Poor,0.563714755,205232,2,Mahoneyfurt,MP,Cook Islands,2,1,Medium
46,Female,High School,Widowed,96625,748,28597,Business,Self-employed,15,Poor,0.218290093,140649,1,South Williamview,UT,Korea,1,1,Low
30,Non-binary,Master's,Married,,615,47048,Personal,Unemployed,19,Good,0.540752337,228076,1,North Christian,PA,Burundi,0,0,Low
38,Male,High School,Widowed,89617,760,,Personal,Employed,12,Good,0.555476594,231021,1,North Barbaraport,HI,New Zealand,2,1,Low
36,Female,High School,Widowed,,672,43890,Personal,Unemployed,6,Fair,0.391809587,139905,2,Kathyview,ME,Italy,0,2,Low
60,Non-binary,PhD,Divorced,116746,636,41779,Auto,Employed,8,Poor,0.314916168,111554,,Mooreland,WV,Myanmar,3,0,Low
24,Female,PhD,Widowed,94888,603,28196,Personal,Self-employed,5,Fair,0.596136981,124749,3,Nicholasfurt,NH,Sweden,,2,Low
60,Female,Bachelor's,Widowed,25202,744,17280,Home,Unemployed,12,Fair,0.175782979,195764,,Muellerberg,ME,Western Sahara,,1,Medium
42,Non-binary,Bachelor's,Divorced,,685,38186,Home,Self-employed,12,Poor,0.473175573,247887,3,Port Jamesport,ND,Ethiopia,,2,Medium
42,Non-binary,High School,Married,,757,40706,Home,Employed,17,Excellent,0.201349303,258599,1,Harrisonborough,ID,Poland,2,2,High
46,Female,High School,Single,58221,627,41564,Home,Unemployed,14,Good,0.376047743,63506,,Lake Bonnieberg,MP,Tonga,1,1,High
62,Female,PhD,Widowed,,651,44172,Home,Unemployed,15,Excellent,0.132026103,141346,1,East Glennmouth,IA,Gibraltar,3,0,Low
63,Non-binary,Bachelor's,Married,33123,646,21854,Personal,Self-employed,7,Poor,0.234310394,199315,4,South Daniel,VA,Honduras,0,1,Low
55,Female,High School,Married,,,38067,Business,Unemployed,15,Poor,0.395716206,69755,3,West Jose,KY,Honduras,4,0,Medium
62,Female,PhD,Married,112246,,18762,Home,Employed,17,Excellent,0.386195271,117960,2,Ryanberg,NJ,Namibia,0,1,Low
63,Female,High School,Widowed,55785,694,,Business,Employed,4,Poor,0.444806958,,,South William,OR,Ukraine,0,1,Medium
42,Non-binary,PhD,Single,115063,763,13149,Home,Unemployed,10,Fair,0.43410149,24254,4,South Jamesmouth,MA,Wallis and Futuna,4,1,Low
44,Male,Master's,Widowed,91279,616,,Auto,Self-employed,2,Excellent,0.532443279,186911,4,Danielburgh,MP,Guatemala,3,1,Low
50,Female,Bachelor's,Widowed,118122,723,,Home,Self-employed,7,Fair,0.376102705,,4,Lynchport,OR,Liberia,,0,Low
66,Female,Bachelor's,Single,73906,766,33647,Auto,Employed,6,Excellent,0.461540957,23522,1,West Lisa,ID,Martinique,1,2,Medium
64,Non-binary,Bachelor's,Married,73205,770,,Auto,Unemployed,18,Poor,0.577784844,253665,3,Weissshire,WA,Tuvalu,2,2,Low
32,Male,Master's,Widowed,79608,,24485,Auto,Unemployed,13,Fair,0.366526061,123691,3,Barrport,PW,Ecuador,3,0,Medium
43,Male,Bachelor's,Married,61835,694,31761,Home,Employed,16,Poor,0.492181144,152029,0,North Michaelville,CT,Belarus,2,2,Low
49,Male,Bachelor's,Widowed,54162,666,32955,Home,Unemployed,19,Good,0.353599249,283602,4,New Dawn,TN,Italy,3,2,Medium
49,Non-binary,Bachelor's,Married,66982,773,19903,Personal,Self-employed,0,Poor,0.495002365,,4,Nicolemouth,GA,Namibia,0,1,Low
48,Female,Master's,Widowed,114303,701,27791,Business,Employed,0,Good,0.519446637,91119,4,South Andrew,LA,Thailand,1,2,Medium
43,Non-binary,Master's,Divorced,101069,657,,Business,Employed,3,Excellent,0.2664349,,1,Nancymouth,TN,Malawi,3,1,High
49,Non-binary,PhD,Single,28299,686,19135,Personal,Self-employed,9,Excellent,0.402655949,144260,1,Rhondaland,KS,Faroe Islands,0,0,Medium
42,Male,Master's,Single,43003,630,39687,Auto,Employed,4,Fair,0.196456703,34906,3,Masonhaven,CA,Australia,2,2,Medium
18,Male,PhD,Widowed,,798,19449,Personal,Self-employed,9,Excellent,0.321353073,,1,West Joel,TX,Western Sahara,2,2,Low
54,Female,Bachelor's,Single,23736,606,,Home,Self-employed,19,Good,0.17254985,,3,New Jenniferborough,DC,Dominican Republic,1,0,Low
49,Female,Bachelor's,Married,45727,,16892,Home,Unemployed,19,Fair,0.194412335,112926,3,East Mark,PA,United States Virgin Islands,1,1,Low
46,Female,High School,Married,65897,688,20855,Home,Employed,4,Excellent,0.163048297,122770,4,Annaport,VT,Netherlands,0,1,Low
26,Non-binary,High School,Married,,,6434,Business,Unemployed,6,Excellent,0.16338218,59745,2,West Ambermouth,PR,Gabon,,1,Medium
61,Non-binary,PhD,Divorced,27867,703,8772,Home,Self-employed,4,Poor,0.534280392,,,New Matthewtown,WI,Niger,1,0,Low
57,Male,High School,Single,68899,723,35664,Auto,Unemployed,5,Good,0.285824415,162861,3,Mullenbury,AS,Japan,4,2,Medium
45,Male,Bachelor's,Divorced,61585,633,6565,Home,Employed,6,Good,0.150484382,63831,1,Daltonport,IN,Mali,1,0,Medium
42,Male,High School,Widowed,102604,789,41398,Personal,Self-employed,10,Fair,0.178932613,149656,,Carlaton,AS,Trinidad and Tobago,0,1,Low
26,Male,Bachelor's,Single,70226,613,8012,Auto,Self-employed,4,Excellent,0.423059661,,,Port Allentown,OR,Czech Republic,2,2,Medium
